,close,high,low,p_change,open,pre_close,volume,date,date_week,key,atr21,atr14,n1_high,n2_low,signal,keep,benchmark_profit,trend_profit
2014-12-23,220.97,224.315,219.52,-0.732,223.81,222.6,4513321,20141223,1,358,10.44070457165846,10.475865140355351,259.99,192.65,,0.0,-0.0073494931444309615,-0.0
2014-12-24,222.26,222.5,219.25,0.584,219.77,220.97,1333518,20141224,2,359,9.79609506514405,9.525749788307968,259.99,192.65,,0.0,0.005820922060486812,0.0
2014-12-26,227.82,228.5,221.5,2.502,221.51,222.26,3327016,20141226,4,360,9.59008642285823,9.259649816533576,259.99,192.65,,0.0,0.024707975714265508,0.0
2014-12-29,225.71,227.91,224.02,-0.9259999999999999,226.9,227.82,2811828,20141229,0,361,9.231896748052941,8.778363174329108,259.99,192.65,,0.0,-0.009304854028100667,-0.0
2014-12-30,222.23,225.65,221.4,-1.5419999999999998,223.99,225.71,2903242,20141230,1,362,8.976269770957218,8.463914751085225,259.99,192.65,,0.0,-0.01553810785028804,-0.0
2014-12-31,222.41,225.68,222.25,0.081,223.09,222.23,2402097,20141231,2,363,8.47479070087019,7.796726117607184,259.99,192.65,,0.0,0.0008096438009753328,0.0
2015-01-02,219.31,223.25,213.26,-1.3940000000000001,222.87,222.41,4764443,20150102,4,364,8.612537000791084,8.08916263525956,252.78,192.65,,0.0,-0.01403627137493893,-0.0
2015-01-05,210.09,216.5,207.16,-4.204,214.55,219.31,5368477,20150105,0,365,9.21594272799189,9.043940950558278,252.78,192.65,,0.0,-0.04295024368387758,-0.0
2015-01-06,211.28,214.2,204.21,0.5660000000000001,210.06,210.09,6261936,20150106,1,366,9.750857025447173,9.85141549048384,252.78,192.65,,0.0,0.005648257653340718,0.0
2015-01-07,210.95,214.78,209.78,-0.156,213.35,211.28,2968390,20150107,2,367,9.318960932224702,9.204560091752661,249.72,192.65,,0.0,-0.001563129418529177,-0.0
2015-01-08,210.615,213.8,210.01,-0.159,212.81,210.95,3442509,20150108,3,368,8.816328120204275,8.482618746185642,249.72,192.65,,0.0,-0.0015893163356322784,-0.0
2015-01-09,206.66,209.98,204.96,-1.8780000000000001,208.92,210.615,4668295,20150109,4,369,8.559389200185697,8.150269580027546,249.0,204.21,,0.0,-0.018956891448506492,-0.0
2015-01-12,202.21,204.47,199.25,-2.153,203.05,206.66,5950280,20150112,0,370,8.814444727441542,8.578900302690538,246.69,199.25,0.0,0.0,-0.02176816943857056,-0.0
2015-01-13,204.25,207.61,200.91,1.0090000000000001,203.32,202.21,4477320,20150113,1,371,8.622222479492313,8.328380262331802,242.47,199.25,,0.0,0.010037972392474007,0.0
2015-01-14,192.69,195.2,185.0,-5.66,185.83,204.25,11551860,20150114,2,372,9.402929526811196,9.512596227354228,234.88,185.0,0.0,0.0,-0.05826205380230144,-0.0
2015-01-15,191.87,195.75,190.0,-0.426,194.49,192.69,5216524,20150115,3,373,9.843572297101085,10.144250063706993,230.9,185.0,,0.0,-0.004264620567802998,-0.0
2015-01-16,193.07,194.49,189.65,0.625,190.7,191.87,3603158,20150116,4,374,9.388702088273714,9.437016721879395,230.9,185.0,,0.0,0.006234758077717544,0.0
2015-01-20,191.93,194.12,187.04,-0.59,193.87,193.07,4503182,20150120,1,375,9.178820080248832,9.12274782562881,229.389,185.0,,0.0,-0.0059220952299385765,-0.0
2015-01-21,196.57,198.68,189.51,2.418,189.55,191.93,4153043,20150121,2,376,9.178018254771667,9.12904811554497,228.5,185.0,,0.0,0.023887879751920374,0.0
2015-01-22,201.62,203.24,195.2,2.569,197.0,196.57,4116904,20150122,3,377,9.371834777065155,9.419841700138978,228.5,185.0,,0.0,0.025366135656088407,0.0
2015-01-23,201.29,203.5,198.33,-0.16399999999999998,200.29,201.62,3442371,20150123,4,378,9.149849797331962,9.087862806787118,228.5,185.0,,0.0,-0.0016380833128550529,-0.0
2015-01-26,206.55,208.62,201.05,2.613,201.83,201.29,3234522,20150126,0,379,9.0062270884836,8.885481099215502,228.5,185.0,,0.0,0.02579585952983318,0.0
2015-01-27,205.98,208.03,203.3,-0.276,204.42,206.55,2781024,20150127,1,380,8.800206444076002,8.59941695265344,228.5,185.0,,0.0,-0.0027634371451179815,-0.0
2015-01-28,199.37,206.368,198.42,-3.2089999999999996,206.11,205.98,3149606,20150128,2,381,8.739278585523637,8.53682802563298,228.5,185.0,,0.0,-0.032616681842920145,-0.0
2015-01-29,205.2,205.98,196.5,2.924,201.07,199.37,3548106,20150129,3,382,8.80661689593058,8.662584288881915,228.5,185.0,,0.0,0.02882271844187893,0.0
2015-01-30,203.6,207.47,203.0,-0.78,203.96,205.2,3006959,20150130,4,383,8.74237899630053,8.587573050364332,228.5,185.0,,0.0,-0.007827828620246792,-0.0
2015-02-02,210.94,211.95,203.3,3.605,203.97,203.6,4149186,20150202,0,384,8.733980905727753,8.595896643649084,228.5,185.0,,0.0,0.03541644817210046,0.0
2015-02-03,218.36,220.37,211.27,3.5180000000000002,213.22,210.94,4826244,20150203,1,385,9.464528096116144,9.685777091162544,228.5,185.0,,0.0,0.03457134406508872,0.0
2015-02-04,218.55,221.479,216.8,0.087,218.29,218.36,3305377,20150204,2,386,9.562207360105587,9.799540145674207,228.5,185.0,,0.0,0.0008697443957667604,0.0
2015-02-05,220.99,225.48,219.638,1.1159999999999999,219.88,218.55,3522947,20150205,3,387,9.3401885091869,9.442268126250983,228.5,187.04,,0.0,0.011102630315889983,0.0
2015-02-06,217.36,223.4,216.5,-1.643,222.0,220.99,3243931,20150206,4,388,9.11835319016991,9.103299042750853,228.5,187.04,,0.0,-0.016562486507121315,-0.0
2015-02-09,217.48,217.93,211.99,0.055,215.38,217.36,3472423,20150209,0,389,9.107593809245369,9.089525837050733,228.5,187.04,,0.0,0.0005519271596274933,0.0
2015-02-10,216.29,220.5,215.0,-0.547,217.55,217.48,5390542,20150210,1,390,8.779630735677609,8.610922392110634,227.91,189.51,,0.0,-0.005486792472509599,-0.0
2015-02-11,212.8,214.74,207.28,-1.614,212.21,216.29,9769102,20150211,2,391,8.908755214252366,8.822799406495875,225.68,195.2,,0.0,-0.016267342337720828,-0.0
2015-02-12,202.88,203.088,193.28,-4.662,193.57,212.8,15649610,20150212,3,392,10.19068655841124,10.714426152296419,225.68,193.28,,0.0,-0.047738086218628316,-0.0
2015-02-13,203.77,205.99,200.91,0.439,202.9,202.88,6191003,20150213,4,393,10.345169598555673,10.871169331990227,225.48,193.28,,0.0,0.004377235563984184,0.0
2015-02-17,204.35,205.7,201.5,0.285,205.7,203.77,3979647,20150217,1,394,9.786517816868791,9.981680087724861,225.48,193.28,,0.0,0.0028423031974410796,0.0
2015-02-18,204.46,206.17,202.6,0.054000000000000006,204.17,204.35,2713598,20150218,2,395,9.221379833517082,9.126789409361544,225.48,193.28,,0.0,0.0005381473185817971,0.0
2015-02-19,211.705,212.44,203.75,3.543,205.0,204.46,5154148,20150219,3,396,9.17307257592462,9.06855082144667,225.48,193.28,,0.0,0.03482143886086554,0.0
2015-02-20,217.11,217.6,209.81,2.553,210.78,211.705,5982089,20150220,4,397,9.533702341749656,9.611410711920449,225.48,193.28,,0.0,0.025210341356412508,0.0
2015-02-23,207.335,218.2,206.33,-4.502,215.66,217.11,8499775,20150223,0,398,9.74609303795423,9.912555950331052,225.48,193.28,,0.0,-0.046068294922176574,-0.0
2015-02-24,204.11,207.29,201.7,-1.555,207.29,207.335,6603560,20150224,1,399,10.26099367086748,10.645548490286908,225.48,193.28,,0.0,-0.01567677841801829,-0.0
2015-02-25,203.76,207.14,202.58,-0.171,204.94,204.11,3909520,20150225,2,400,9.760448791697707,9.86014202491532,225.48,193.28,,0.0,-0.001716233534749764,-0.0
2015-02-26,207.19,211.09,202.22,1.683,204.0,203.76,6472855,20150226,3,401,9.67949890154337,9.728123088259943,225.48,193.28,,0.0,0.016693416001189593,0.0
2015-02-27,203.34,208.55,202.8,-1.858,206.9,207.19,3882084,20150227,4,402,9.32227172867579,9.19770667649195,225.48,193.28,,0.0,-0.018756791825376144,-0.0
2015-03-02,197.325,203.34,195.825,-2.958,202.7,203.34,7922065,20150302,0,403,9.507974298796169,9.48667911962635,225.48,193.28,,0.0,-0.03002733925254898,-0.0
2015-03-03,199.56,200.24,195.32,1.133,196.81,197.325,4432329,20150303,1,404,9.372703907996513,9.291121903676164,225.48,193.28,,0.0,0.011262827398370626,0.0
2015-03-04,202.435,202.52,197.21,1.4409999999999998,199.25,199.56,4221962,20150304,2,405,9.003367189087738,8.760305649852675,225.48,193.28,,0.0,0.014303904371872359,0.0
2015-03-05,200.63,206.19,200.15,-0.892,202.85,202.435,4877015,20150305,3,406,8.78760653553431,8.476264896538988,225.48,193.28,,0.0,-0.00895643167259946,-0.0
2015-03-06,193.88,200.75,192.15,-3.364,199.21,200.63,6712388,20150306,4,407,8.9237332141221,8.717429577000456,225.48,192.15,,0.0,-0.034223004714934266,-0.0
2015-03-09,190.88,194.49,188.25,-1.547,194.39,193.88,6736724,20150309,0,408,9.237939285565544,9.205772300067059,225.48,188.25,0.0,0.0,-0.015594452627569215,-0.0
2015-03-10,190.32,193.5,187.6,-0.293,188.46,190.88,5579691,20150310,1,409,8.96903571415049,8.815669326724777,225.48,187.6,,0.0,-0.002938092354903744,-0.0
2015-03-11,193.74,196.18,191.01,1.797,191.15,190.32,4974871,20150311,2,410,8.635487012864084,8.346913416494811,225.48,187.6,,0.0,0.017810188003536728,0.0
2015-03-12,191.07,194.45,189.75,-1.3780000000000001,193.75,193.74,4149294,20150312,3,411,8.277715466240076,7.860658294295502,225.48,187.6,,0.0,-0.013877200946854816,-0.0
2015-03-13,188.68,191.75,187.32,-1.251,188.95,191.07,5434298,20150313,4,412,8.10883224203643,7.668570521722763,225.48,187.32,,0.0,-0.01258739463532308,-0.0
2015-03-16,195.7,195.91,189.8,3.721,192.0,188.68,5628783,20150316,0,413,7.927120220033116,7.460761118826393,225.48,187.32,,0.0,0.036530415985969476,0.0
2015-03-17,194.73,198.71,193.94,-0.496,195.43,195.7,4894052,20150317,1,414,8.118291109121017,7.803326302982878,225.48,187.32,,0.0,-0.004968890688543651,-0.0
2015-03-18,200.71,200.88,193.11,3.071,194.96,194.73,4820936,20150318,2,415,8.086628281019106,7.798882795918492,225.48,187.32,,0.0,0.030247096457914926,0.0
2015-03-19,195.65,204.59,194.53,-2.521,202.0,200.71,8475244,20150319,3,416,8.266025710017368,8.100365089796027,225.48,187.32,,0.0,-0.025533731514980267,-0.0
2015-03-20,198.08,198.99,195.62,1.242,197.45,195.65,4269467,20150320,4,417,7.977296100015792,7.698983077823227,223.4,187.32,,0.0,0.012343640839809869,0.0
2015-03-23,199.63,200.5,197.47,0.7829999999999999,198.5,198.08,2631626,20150323,0,418,7.692996454559813,7.3191186674468,220.5,187.32,,0.0,0.007794663688330975,0.0
2015-03-24,201.72,203.79,199.75,1.047,201.58,199.63,3649860,20150324,1,419,7.512724049599829,7.104569511787223,220.5,187.32,,0.0,0.01041494402396235,0.0
2015-03-25,194.3,198.59,192.7,-3.678,198.27,201.72,5730389,20150325,2,420,7.459749135999839,7.081293576882253,218.2,187.32,,0.0,-0.03747724082513009,-0.0
2015-03-26,190.405,194.79,189.7,-2.005,193.92,194.3,4127956,20150326,3,421,7.874317396363489,7.7397877666312835,218.2,187.32,,0.0,-0.020249973866728825,-0.0
2015-03-27,185.0,189.29,181.4,-2.839,189.07,190.405,8604947,20150327,4,422,8.331197633057718,8.42781606441378,218.2,181.4,0.0,0.0,-0.02879755743834079,-0.0
2015-03-30,190.57,192.25,181.8,3.011,185.85,185.0,10089520,20150330,0,423,8.523816030052469,8.697440589158607,218.2,181.4,,0.0,0.029663756061959742,0.0
2015-03-31,188.77,193.76,188.41,-0.945,193.53,190.57,5026569,20150331,1,424,8.545287300047699,8.705781843937459,218.2,181.4,,0.0,-0.00949023835964214,-0.0
2015-04-01,187.59,192.3,186.05,-0.625,188.7,188.77,3794621,20150401,2,425,8.33662481822518,8.378344264745797,218.2,181.4,,0.0,-0.006270612533326217,-0.0
2015-04-02,191.0,193.23,190.0,1.818,190.23,187.59,5010368,20150402,3,426,7.98420438020471,7.855898362779692,218.2,181.4,,0.0,0.018014697799313684,0.0
2015-04-06,203.1,207.75,197.5,6.335,198.0,191.0,12455810,20150406,0,427,9.091094891095194,9.496445247742404,218.2,181.4,,0.0,0.061425040539709125,0.0
2015-04-07,203.25,205.06,201.14,0.07400000000000001,202.51,203.1,4347864,20150407,1,428,9.54281353735927,10.104919214710087,211.09,181.4,,0.0,0.0007382798415809127,0.0
2015-04-08,207.67,210.9,205.87,2.175,208.2,203.25,6303117,20150408,2,429,9.384375943053886,9.797596652748746,211.09,181.4,,0.0,0.021513532926967695,0.0
2015-04-09,210.09,210.37,206.12,1.165,208.43,207.67,3800225,20150409,3,430,9.178523584594446,9.440583765715589,211.09,181.4,,0.0,0.011585728980648422,0.0
2015-04-10,210.9,211.65,209.0,0.386,209.85,210.09,4067676,20150410,4,431,8.705930531449502,8.712505930286854,211.65,181.4,,0.0,0.0038480771491929233,0.0
2015-04-13,209.78,213.0,209.05,-0.531,210.435,210.9,3758230,20150413,0,432,8.273573210408637,8.07750513958194,213.0,181.4,,0.0,-0.005324724951271068,-0.0
2015-04-14,207.46,209.49,205.5,-1.1059999999999999,208.57,209.78,3025963,20150414,1,433,8.012339282189668,7.720504454304344,213.0,181.4,,0.0,-0.011120812529775818,-0.0
2015-04-15,207.83,209.59,206.6,0.17800000000000002,207.07,207.46,1952378,20150415,2,434,7.573035711081514,7.115103860397096,213.0,181.4,,0.0,0.001781887827299798,0.0
2015-04-16,206.7,209.17,206.29,-0.544,207.61,207.83,1659059,20150416,3,435,7.146396100983193,6.550423345677483,213.0,181.4,,0.0,-0.005451971143259304,-0.0
2015-04-17,206.79,206.88,203.5,0.044000000000000004,204.99,206.7,2469926,20150417,4,436,6.890360091802901,6.254366899587151,213.0,181.4,,0.0,0.0004353188779474862,0.0
2015-04-20,205.27,207.85,203.85,-0.735,206.78,206.79,2559251,20150420,0,437,6.627600083457182,5.953784646308864,213.0,181.8,,0.0,-0.007377599836582578,-0.0
2015-04-21,209.41,210.75,204.31,2.017,205.75,205.27,3432541,20150421,1,438,6.610545530415619,6.018613360134348,213.0,186.05,,0.0,0.019967867058973358,0.0
2015-04-22,219.44,221.88,211.69,4.79,212.5,209.41,7863037,20150422,2,439,7.519586845832383,7.43079824544977,221.88,186.05,1.0,0.0,0.04678479384128691,0.0
2015-04-23,218.6,221.48,217.15,-0.38299999999999995,218.17,219.44,4411184,20150423,3,440,7.933260768938533,8.049358479389804,221.88,190.0,,1.0,-0.0038352708869095727,-0.0038352708869095727
2015-04-24,218.425,220.8,218.01,-0.08,220.5,218.6,2427843,20150424,4,441,7.46569160812594,7.348110682137833,221.88,197.5,,1.0,-0.0008008695582797995,-0.0008008695582797995
2015-04-27,231.55,238.75,222.0,6.0089999999999995,222.63,218.425,11672627,20150427,0,442,8.618810552841769,9.055029257852794,238.75,201.14,1.0,1.0,0.058353126742602575,0.058353126742602575
2015-04-28,230.48,235.5,228.03,-0.462,234.75,231.55,6085379,20150428,1,443,9.38755504803797,10.124358690139086,238.75,203.5,,1.0,-0.004631742150487973,-0.004631742150487973
2015-04-29,232.45,234.97,227.63,0.855,230.05,230.48,3936077,20150429,2,444,9.201413680034518,9.753110864787208,238.75,203.5,,1.0,0.00851105736032061,0.00851105736032061
2015-04-30,226.05,232.89,225.17,-2.753,230.35,232.45,3911857,20150430,3,445,9.06673970912229,9.482029416148913,238.75,203.5,,1.0,-0.02791893439597949,-0.02791893439597949
2015-05-01,226.03,231.77,220.405,-0.009000000000000001,229.74,226.05,5281689,20150501,4,446,9.337490644656624,9.823758827329053,238.75,203.5,,1.0,-8.84799151170413e-05,-8.84799151170413e-05
2015-05-04,230.51,234.73,227.11,1.982,228.18,226.03,4434596,20150504,0,447,9.277718767869661,9.67125765035185,238.75,203.5,,1.0,0.019626511618089013,0.019626511618089013
2015-05-05,232.95,239.5,229.13,1.0590000000000002,237.76,230.51,5796873,20150505,1,448,9.658835243517876,10.17775663030494,239.5,203.5,,1.0,0.01052959281921956,0.01052959281921956
2015-05-06,230.43,234.47,228.2,-1.082,234.07,232.95,5270933,20150506,2,449,9.350759312288979,9.65672241293095,239.5,203.5,,1.0,-0.010876709584105382,-0.010876709584105382
2015-05-07,236.8,237.48,220.25,2.764,221.0,230.43,9455909,20150507,3,450,10.067053920262708,10.666492757873488,239.5,203.5,,1.0,0.027268774331150478,0.027268774331150478
2015-05-08,236.61,238.41,233.7,-0.08,235.96,236.8,4668236,20150508,4,451,9.877321745693372,10.308293723490358,239.5,203.85,,1.0,-0.0008026869318413724,-0.0008026869318413724
2015-05-11,239.49,242.88,235.31,1.217,236.29,236.61,5672262,20150511,0,452,9.66756522335761,9.943187893691643,242.88,204.31,,1.0,0.012098446247807843,0.012098446247807843
2015-05-12,244.74,246.35,238.19,2.1919999999999997,240.1,239.49,6363429,20150512,1,453,9.674150203052376,9.916096174532763,246.35,211.69,1.0,1.0,0.021684760231704788,0.021684760231704788
2015-05-13,243.18,248.3,242.25,-0.637,247.61,244.74,5440165,20150513,2,454,9.595591093683982,9.768616684595068,248.3,217.15,,1.0,-0.006394512689249915,-0.006394512689249915
2015-05-14,244.1,244.89,241.25,0.37799999999999995,244.82,243.18,2895936,20150514,3,455,9.05417372153089,8.951467793315723,248.3,218.01,,1.0,0.0037760675306422525,0.0037760675306422525
2015-05-15,248.84,249.4,242.5,1.942,243.93,244.1,4527563,20150515,4,456,8.858339746846266,8.677938754206963,249.4,220.25,1.0,1.0,0.019232142247904593,0.019232142247904593
2015-05-18,248.75,249.9,246.0,-0.036000000000000004,246.86,248.84,3353212,20150518,0,457,8.580308860769335,8.294213586979373,249.9,220.25,,1.0,-0.00036174360811685986,-0.00036174360811685986
2015-05-19,247.14,251.0,246.15,-0.647,248.34,248.75,3674231,20150519,1,458,8.241189873426666,7.834985108715456,251.0,220.25,,1.0,-0.006493398362657865,-0.006493398362657865
2015-05-20,244.35,247.74,241.37,-1.129,247.12,247.14,3755569,20150520,2,459,8.162899884933328,7.774320427553387,251.0,220.25,,1.0,-0.01135335395988051,-0.01135335395988051
2015-05-21,245.62,246.62,242.357,0.52,243.17,244.35,1970643,20150521,3,460,7.855636259030294,7.3754777038795964,251.0,220.25,,1.0,0.0051840024660743,0.0051840024660743
2015-05-22,247.73,248.6,245.01,0.8590000000000001,245.38,245.62,2223089,20150522,4,461,7.527851144572996,6.958747343362321,251.0,220.25,,1.0,0.008553817230447201,0.008553817230447201
2015-05-26,247.455,252.0,246.5,-0.111,247.68,247.73,3498682,20150526,1,462,7.423501040520908,6.881581030914014,252.0,220.25,,1.0,-0.001110696116687813,-0.001110696116687813
2015-05-27,247.43,249.5,245.55,-0.01,248.51,247.455,3408200,20150527,2,463,7.10772821865537,6.490703560125477,252.0,220.25,,1.0,-0.00010103357354245789,-0.00010103357354245789
2015-05-28,251.45,251.8,245.05,1.625,247.0,247.43,3647283,20150528,3,464,7.075207471504882,6.525276418775412,252.0,220.25,,1.0,0.016116448895518647,0.016116448895518647
2015-05-29,250.8,252.868,249.43,-0.259,250.85,251.45,3789283,20150529,4,465,6.9263704286408005,6.380306229605356,252.868,233.7,,1.0,-0.002588353859208054,-0.002588353859208054
2015-06-01,249.45,251.6,247.47,-0.5379999999999999,251.26,250.8,2505057,20150601,0,466,6.672154935127999,6.080265398991307,252.868,235.31,,1.0,-0.0053973144517192985,-0.0053973144517192985
2015-06-02,248.35,249.4,246.3,-0.441,248.79,249.45,2134809,20150602,1,467,6.474686304661817,5.869563345792466,252.868,238.19,,1.0,-0.004419452753686846,-0.004419452753686846
2015-06-03,248.99,250.72,247.01,0.258,248.0,248.35,1781505,20150603,2,468,6.223351186056197,5.581621566353471,252.868,241.25,,1.0,0.0025736934623176526,0.0025736934623176526
2015-06-04,245.92,249.3,245.71,-1.2329999999999999,247.5,248.99,2453615,20150604,3,469,5.983955623687452,5.316072024173009,252.868,241.25,,1.0,-0.012406455225391478,-0.012406455225391478
2015-06-05,249.14,249.7,245.68,1.3090000000000002,246.16,245.92,3022026,20150605,4,470,5.805414203352227,5.143262420949939,252.868,241.37,,1.0,0.013008707667660888,0.013008707667660888
2015-06-08,256.29,258.75,250.31,2.87,250.77,249.14,5016997,20150608,0,471,6.444012912138392,6.168160764823286,258.75,241.37,1.0,1.0,0.028294628373690414,0.028294628373690414
2015-06-09,256.0,257.74,254.14,-0.113,255.5,256.29,2611146,20150609,1,472,6.640011738307638,6.492405996180192,258.75,241.37,,1.0,-0.0011321713520746097,-0.0011321713520746097
2015-06-10,250.7,254.0,248.5,-2.07,251.9,256.0,3454453,20150610,2,473,6.744556125734213,6.665418530022828,258.75,241.37,,1.0,-0.020920439315314815,-0.020920439315314815
2015-06-11,251.41,254.37,250.43,0.28300000000000003,253.25,250.7,2044058,20150611,3,474,6.63777829612201,6.519362726019783,258.75,242.357,,1.0,0.0028280674482200454,0.0028280674482200454
2015-06-12,250.69,253.46,250.21,-0.28600000000000003,250.21,251.41,1422335,20150612,4,475,6.329798451020009,6.0834476958838115,258.75,245.01,,1.0,-0.0028679565565043717,-0.0028679565565043717
2015-06-15,250.38,251.28,246.01,-0.124,249.68,250.69,2186175,20150615,0,476,6.245271319109097,5.992321336432633,258.75,245.05,,1.0,-0.0012373522244472372,-0.0012373522244472372
2015-06-16,253.12,253.44,249.095,1.094,250.13,250.38,1984678,20150616,1,477,6.07251938100827,5.772678491574949,258.75,245.05,,1.0,0.010883920747772773,0.010883920747772773
2015-06-17,260.41,264.36,252.02,2.88,252.17,253.12,5512920,20150617,2,478,6.791381255462069,6.8669880260316285,264.36,245.05,1.0,1.0,0.028393627475526994,0.028393627475526994
2015-06-18,261.89,263.46,260.02,0.568,261.83,260.41,2782703,20150618,3,479,7.113982959510973,7.330056289227412,264.36,245.68,,1.0,0.005667256217470071,0.005667256217470071
2015-06-19,262.51,263.8,260.1,0.237,262.21,261.89,2463013,20150619,4,480,6.803620872282702,6.846048783997089,264.36,245.68,,1.0,0.0023646082718823715,0.0023646082718823715
2015-06-22,259.79,264.4,255.69,-1.036,262.15,262.51,4561079,20150622,0,481,6.976928065711545,7.094575612797475,264.4,245.68,,1.0,-0.010415564195508582,-0.010415564195508582
2015-06-23,267.67,268.0,258.57,3.033,260.31,259.79,3870818,20150623,1,482,7.199934605192314,7.405965531091145,268.0,245.68,1.0,1.0,0.029881266152574935,0.029881266152574935
2015-06-24,265.17,267.35,263.72,-0.934,267.0,267.67,2412293,20150624,2,483,7.232667822902109,7.426503460279,268.0,245.68,,1.0,-0.009383748760268564,-0.009383748760268564
2015-06-25,268.79,271.41,265.25,1.365,266.49,265.17,2849204,20150625,3,484,7.1351525662746464,7.257636332241804,271.41,245.68,1.0,1.0,0.013559275835050176,0.013559275835050176
2015-06-26,267.09,269.11,266.0,-0.632,269.11,268.79,3838434,20150626,4,485,6.844684151158774,6.815284821276237,271.41,246.01,,1.0,-0.006344725322327017,-0.006344725322327017
2015-06-29,262.02,265.95,260.7,-1.8980000000000001,261.95,267.09,3478909,20150629,0,486,6.957894682871617,6.985246845106077,271.41,246.01,,1.0,-0.019164843528164926,-0.019164843528164926
2015-06-30,268.26,270.92,264.0,2.381,264.8,262.02,3086935,20150630,1,487,6.954449711701471,6.976547265758602,271.41,246.01,,1.0,0.023535822748419772,0.023535822748419772
2015-07-01,269.15,272.62,267.85,0.332,271.15,268.26,2101224,20150701,2,488,7.285863374274073,7.459674296990799,272.62,246.01,,1.0,0.003312185533022056,0.003312185533022056
2015-07-02,280.02,282.45,273.31,4.039,280.195,269.15,7163930,20150702,3,489,7.913512158430981,8.357051057392033,282.45,246.01,1.0,1.0,0.03959218418281295,0.03959218418281295
2015-07-06,279.72,281.69,276.3,-0.107,278.88,280.02,4121933,20150706,0,490,8.33410196220999,8.914777583073105,282.45,246.01,,1.0,-0.00107192635411304,-0.00107192635411304
2015-07-07,267.88,275.2,260.77,-2.589,275.0,275.0,6105126,20150707,1,491,9.326456329281804,10.29280723866335,282.45,249.095,,1.0,-0.04324998379381675,-0.04324998379381675
2015-07-08,254.96,260.8,254.31,-4.823,259.32,267.88,6221077,20150708,2,492,10.35950575389254,11.679099606841556,282.45,252.02,,1.0,-0.049432448932768436,-0.049432448932768436
2015-07-09,257.92,262.95,256.79,1.161,259.08,254.96,3334077,20150709,3,493,10.425914321720484,11.600552992596004,282.45,254.31,,1.0,0.011542789209182521,0.011542789209182521
2015-07-10,259.15,263.0,257.82,0.47700000000000004,262.22,257.92,2610858,20150710,4,494,10.209013019745901,11.125812593583213,282.45,254.31,,1.0,0.004757585317451833,0.004757585317451833
2015-07-14,265.65,265.99,260.51,2.508,262.1,259.15,1907641,20150714,1,495,10.014557290678097,10.718370914438792,282.45,254.31,,1.0,0.024772608261236784,0.024772608261236784
2015-07-15,263.14,267.49,262.08,-0.945,266.74,265.65,2021621,20150715,2,496,9.862324809707363,10.401254792513624,282.45,254.31,,1.0,-0.009493442959260011,-0.009493442959260011
2015-07-16,266.68,267.2,263.16,1.345,264.22,263.14,1615961,20150716,3,497,9.333022554279417,9.553087486845136,282.45,254.31,,1.0,0.013363227812167158,0.013363227812167158
2015-07-17,274.66,275.54,268.25,2.992,272.5,266.68,5004099,20150717,4,498,9.61183868570857,9.932675821932463,282.45,254.31,,1.0,0.0294845313522767,0.0294845313522767
2015-07-20,282.26,286.65,272.54,2.767,275.0,274.66,4978454,20150720,0,499,10.553489714280522,11.27098571234147,286.65,254.31,,1.0,0.02729466288372486,0.02729466288372486
2015-07-21,266.77,273.5,266.55,-5.4879999999999995,270.05,282.26,6108686,20150721,1,500,10.331354285709562,10.849520950695936,286.65,254.31,,1.0,-0.05644176804477877,-0.05644176804477877
2015-07-22,267.87,269.44,260.86,0.41200000000000003,261.27,266.77,3104960,20150722,2,501,11.337594805190509,12.256251490603143,286.65,254.31,,1.0,0.004114924256152731,0.004114924256152731
2015-07-23,267.2,269.9,265.27,-0.25,269.65,267.87,2227239,20150723,3,502,10.727813459264098,11.239417958522724,286.65,254.31,,1.0,-0.0025043465347441836,-0.0025043465347441836
2015-07-24,265.41,271.09,263.92,-0.67,267.38,267.2,2836498,20150724,4,503,10.404375872058267,10.696828897386355,286.65,254.31,,1.0,-0.006721641499086308,-0.006721641499086308
2015-07-27,253.01,264.43,250.79,-4.672,262.43,265.41,4694192,20150727,0,504,10.950341701871148,11.4585850444015,286.65,250.79,0.0,1.0,-0.04784678652530416,-0.04784678652530416
2015-07-28,264.82,265.4,251.83700000000002,4.668,255.75,253.01,3895808,20150728,1,505,11.188765183519221,11.740507038481294,286.65,250.79,,0.0,0.04562133627351043,0.0
2015-07-29,263.82,267.89,262.0,-0.37799999999999995,264.27,264.82,2790095,20150729,2,506,11.52433198501748,12.159106100017128,286.65,250.79,,0.0,-0.0037832974908369927,-0.0
2015-07-30,266.79,266.94,262.11,1.126,262.69,263.82,2034560,20150730,3,507,10.915756350015888,11.181891953348176,286.65,250.79,,0.0,0.011194779658884765,0.0
2015-07-31,266.15,269.36,265.12,-0.24,267.6,266.79,2222552,20150731,4,508,10.427051227287178,10.429639692901763,286.65,250.79,,0.0,-0.002401772460892111,-0.0
2015-08-03,259.99,266.71,257.07,-2.314,266.29,266.15,2553474,20150803,0,509,10.362773842988341,10.335021067181524,286.65,250.79,,0.0,-0.023416890881363967,-0.0
2015-08-04,266.28,266.72,258.34,2.419,260.01,259.99,2352530,20150804,1,510,10.182521675443951,10.074351591557326,286.65,250.79,,0.0,0.02390521799510045,0.0
2015-08-05,270.13,271.0,260.4,1.446,263.58,266.28,6214319,20150805,2,511,10.257746977676323,10.199104712683022,286.65,250.79,,0.0,0.01435493787233796,0.0
